QUERY	0	100	2	5	11
QUERY	0	100	3	45	0
QUERY	0	100	4	76	0
QUERY	0	100	5	120	0
QUERY	0	100	6	163	0
QUERY	0	100	7	194	0
QUERY	0	100	8	232	0
QUERY	0	100	9	269	0
QUERY	0	100	10	308	0
QUERY	0	100	11	347	0
QUERY	0	100	12	400	0
QUERY	0	100	13	448	0
QUERY	0	100	14	474	0
QUERY	0	100	15	526	0
QUERY	0	100	16	555	0
QUERY	0	100	17	595	0
QUERY	0	100	1	4	5
QUERY	0	100	2	42	0
QUERY	0	100	3	86	0
QUERY	0	100	4	122	0
QUERY	0	100	5	159	0
QUERY	0	100	6	198	0
QUERY	0	100	7	231	0
QUERY	0	100	8	268	0
QUERY	0	100	9	302	0
QUERY	0	100	10	336	0
QUERY	0	100	11	373	0
QUERY	0	100	12	419	0
QUERY	0	100	13	456	0
QUERY	0	100	14	494	0
QUERY	0	100	15	525	0
QUERY	0	100	16	571	0
QUERY	0	100	17	607	0
QUERY	0	100	18	660	0
QUERY	0	100	19	696	0
QUERY	0	100	20	741	0
QUERY	0	100	21	786	0
QUERY	0	100	22	838	0
QUERY	0	100	23	878	0
QUERY	0	100	24	910	0
QUERY	0	100	25	955	0
QUERY	0	100	26	989	0
QUERY	0	100	27	1029	0
QUERY	0	100	28	1071	0
QUERY	0	100	29	1111	0
QUERY	0	100	30	1147	0
QUERY	0	100	31	1186	0
QUERY	0	100	32	1222	0
QUERY	0	100	33	1274	0
QUERY	0	100	34	1305	0
QUERY	0	100	35	1339	0
QUERY	0	100	36	1374	0
QUERY	0	100	37	1412	0
QUERY	0	100	38	1456	0
QUERY	0	100	39	1507	0
QUERY	0	100	40	1545	0
QUERY	0	100	41	1582	0
QUERY	0	100	42	1625	0
QUERY	0	100	43	1668	0
QUERY	0	100	44	1718	0
QUERY	0	100	45	1754	0
QUERY	0	100	46	1790	0
QUERY	0	100	47	1827	0
QUERY	0	100	48	1873	0
QUERY	0	100	49	1912	0
QUERY	0	100	50	1953	0
QUERY	0	100	51	1990	0
QUERY	0	100	52	2026	0
QUERY	0	100	53	2072	0
QUERY	0	100	54	2107	0
QUERY	0	100	55	2143	0
QUERY	0	100	56	2180	0
QUERY	0	100	57	2219	0
QUERY	0	100	58	2254	0
QUERY	0	100	59	2292	0
QUERY	0	100	60	2339	0
QUERY	0	100	61	2381	0
QUERY	0	100	62	2416	0
QUERY	0	100	63	2457	0
QUERY	0	100	64	2499	0
QUERY	0	100	65	2537	0
QUERY	0	100	66	2575	0
QUERY	0	100	67	2619	0
QUERY	0	100	68	2664	0
QUERY	0	100	69	2705	0
QUERY	0	100	70	2741	0
QUERY	0	100	71	2789	0
QUERY	0	100	72	2831	0
QUERY	0	100	73	2865	0
QUERY	0	100	74	2907	0
QUERY	0	100	75	2945	1
QUERY	0	100	76	2991	0
QUERY	0	100	77	3021	0
QUERY	0	100	78	3068	0
QUERY	0	100	79	3124	0
QUERY	0	100	80	3172	0
QUERY	0	100	81	3214	0
QUERY	0	100	82	3255	0
QUERY	0	100	83	3304	0
QUERY	0	100	84	3345	0
QUERY	0	100	85	3379	0
QUERY	0	100	86	3422	0
QUERY	0	100	87	3460	0
QUERY	0	100	88	3495	0
QUERY	0	100	89	3532	0
QUERY	0	100	90	3576	0
QUERY	0	100	91	3610	0
QUERY	0	100	92	3649	0
QUERY	0	100	93	3690	0
QUERY	0	100	94	3721	0
QUERY	0	100	95	3766	0
QUERY	0	100	96	3812	0
QUERY	0	100	97	3846	0
QUERY	0	100	98	3879	0
QUERY	0	100	99	3919	0
QUERY	0	100	100	3953	0
QUERY	0	100	101	3990	0
QUERY	0	100	102	4038	0
QUERY	0	100	103	4078	0
QUERY	0	100	104	4115	0
QUERY	0	100	105	4155	0
QUERY	0	100	106	4197	0
QUERY	0	100	107	4242	0
QUERY	0	100	108	4280	0
QUERY	0	100	109	4312	0
QUERY	0	100	110	4361	0
QUERY	0	100	111	4411	0
QUERY	0	100	112	4440	0
QUERY	0	100	113	4483	0
QUERY	0	100	114	4527	0
QUERY	0	100	115	4572	0
QUERY	0	100	116	4614	0
QUERY	0	100	117	4655	0
QUERY	0	100	118	4695	0
QUERY	0	100	119	4730	0
QUERY	0	100	120	4774	0
QUERY	0	100	121	4810	0
QUERY	0	100	122	4849	0
QUERY	0	100	123	4891	0
QUERY	0	100	124	4929	0
QUERY	0	100	125	4964	0
QUERY	0	100	126	5008	0
QUERY	0	100	127	5057	0
QUERY	0	100	128	5114	0
QUERY	0	100	129	5161	0
QUERY	0	100	130	5193	0
QUERY	0	100	131	5233	0
QUERY	0	100	132	5281	0
QUERY	0	100	133	5327	0
QUERY	0	100	134	5367	0
QUERY	0	100	135	5410	0
QUERY	0	100	136	5453	0
QUERY	0	100	137	5489	0
QUERY	0	100	138	5528	0
QUERY	0	100	139	5570	0
QUERY	0	100	140	5616	0
QUERY	0	100	141	5657	0
QUERY	0	100	142	5702	0
QUERY	0	100	143	5744	0
QUERY	0	100	144	5784	0
QUERY	0	100	145	5825	0
QUERY	0	100	146	5864	0
QUERY	0	100	147	5898	0
QUERY	0	100	148	5938	0
QUERY	0	100	149	5975	0
QUERY	0	100	150	6029	0
QUERY	0	100	151	6070	0
QUERY	0	100	152	6113	0
QUERY	0	100	153	6152	0
QUERY	0	100	154	6188	0
QUERY	0	100	155	6233	0
QUERY	0	100	156	6273	0
QUERY	0	100	157	6301	0
QUERY	0	100	158	6340	0
QUERY	0	100	159	6387	0
QUERY	0	100	160	6420	0
QUERY	0	100	161	6459	0
QUERY	0	100	162	6494	0
QUERY	0	100	163	6527	0
QUERY	0	100	164	6566	0
QUERY	0	100	165	6597	0
QUERY	0	100	166	6637	0
QUERY	0	100	167	6676	0
QUERY	0	100	168	6714	0
QUERY	0	100	169	6752	0
QUERY	0	100	170	6797	0
QUERY	0	100	171	6839	0
QUERY	0	100	172	6883	0
